Date,BTC-USD,ETH-USD
2018-05-28,7135.990234375,516.0360107421875
2018-05-29,7472.58984375,565.3880004882812
2018-05-30,7406.52001953125,559.5900268554688
2018-05-31,7494.169921875,577.64501953125
2018-06-01,7541.4501953125,580.0430297851562
2018-06-04,7514.47021484375,592.9849853515625
2018-06-05,7633.759765625,609.302978515625
2018-06-06,7653.97998046875,607.1240234375
2018-06-07,7678.240234375,605.18701171875
2018-06-08,7624.919921875,601.0770263671875
2018-06-11,6906.919921875,533.2839965820312
2018-06-12,6582.35986328125,496.8429870605469
2018-06-13,6349.89990234375,477.4939880371094
2018-06-14,6675.35009765625,519.7420043945312
2018-06-15,6456.580078125,491.0039978027344
2018-06-18,6734.81982421875,518.8909912109375
2018-06-19,6769.93994140625,537.9569702148438
2018-06-20,6776.5498046875,536.2680053710938
2018-06-21,6729.740234375,527.3670043945312
2018-06-22,6083.68994140625,465.8169860839844
2018-06-25,6249.18017578125,460.30999755859375
2018-06-26,6093.669921875,432.7720031738281
2018-06-27,6157.1298828125,442.364990234375
2018-06-28,5903.43994140625,422.364990234375
2018-06-29,6218.2998046875,436.0090026855469
2018-07-02,6614.18017578125,475.34698486328125
2018-07-03,6529.58984375,464.19500732421875
2018-07-04,6597.5498046875,467.3179931640625
2018-07-05,6639.14013671875,474.4119873046875
2018-07-06,6673.5,474.0119934082031
2018-07-09,6741.75,476.6820068359375
2018-07-10,6329.9501953125,434.42401123046875
2018-07-11,6394.7099609375,446.51800537109375
2018-07-12,6228.81005859375,430.0740051269531
2018-07-13,6238.0498046875,434.0270080566406
2018-07-16,6741.75,480.6579895019531
2018-07-17,7321.0400390625,501.00201416015625
2018-07-18,7370.77978515625,480.51300048828125
2018-07-19,7466.85986328125,469.6189880371094
2018-07-20,7354.1298828125,450.697998046875
2018-07-23,7711.10986328125,450.8529968261719
2018-07-24,8424.26953125,479.37298583984375
2018-07-25,8181.39013671875,472.4930114746094
2018-07-26,7951.580078125,464.0369873046875
2018-07-27,8165.009765625,469.6659851074219
2018-07-30,8180.47998046875,457.08099365234375
2018-07-31,7780.43994140625,433.86700439453125
2018-08-01,7624.91015625,420.74700927734375
2018-08-02,7567.14990234375,412.6210021972656
2018-08-03,7434.39013671875,418.2619934082031
2018-08-06,6951.7998046875,406.6579895019531
2018-08-07,6753.1201171875,380.2149963378906
2018-08-08,6305.7998046875,356.6130065917969
2018-08-09,6568.22998046875,365.5880126953125
2018-08-10,6184.7099609375,334.1759948730469
2018-08-13,6297.56982421875,286.4949951171875
2018-08-14,6199.7099609375,278.9320068359375
2018-08-15,6308.52001953125,282.364013671875
2018-08-16,6334.72998046875,288.0459899902344
2018-08-17,6580.6298828125,315.72900390625
2018-08-20,6308.52978515625,274.31500244140625
2018-08-21,6488.759765625,281.9440002441406
2018-08-22,6376.7099609375,271.34100341796875
2018-08-23,6534.8798828125,277.10400390625
2018-08-24,6719.9599609375,282.9670104980469
2018-08-27,6884.64013671875,285.6029968261719
2018-08-28,7096.27978515625,296.4989929199219
2018-08-29,7047.16015625,289.31201171875
2018-08-30,6978.22998046875,284.1050109863281
2018-08-31,7037.580078125,283.0039978027344
2018-09-03,7260.06005859375,289.2590026855469
2018-09-04,7361.66015625,285.7229919433594
2018-09-05,6792.830078125,232.33099365234375
2018-09-06,6529.169921875,230.21499633789062
2018-09-07,6467.06982421875,217.2030029296875
2018-09-10,6329.7001953125,197.07899475097656
2018-09-11,6321.2001953125,185.0659942626953
2018-09-12,6351.7998046875,183.33099365234375
2018-09-13,6517.31005859375,211.35400390625
2018-09-14,6512.7099609375,211.74899291992188
2018-09-17,6281.2001953125,197.875
2018-09-18,6371.2998046875,209.97500610351562
2018-09-19,6398.5400390625,209.968994140625
2018-09-20,6519.669921875,224.59100341796875
2018-09-21,6734.9501953125,246.58399963378906
2018-09-24,6595.41015625,228.72999572753906
2018-09-25,6446.47021484375,218.5050048828125
2018-09-26,6495.0,215.8470001220703
2018-09-27,6676.75,228.49400329589844
2018-09-28,6644.1298828125,222.40199279785156
2018-10-01,6589.6201171875,230.76800537109375
2018-10-02,6556.10009765625,227.18099975585938
2018-10-03,6502.58984375,220.48899841308594
2018-10-04,6576.68994140625,222.21800231933594
2018-10-05,6622.47998046875,227.6009979248047
2018-10-08,6652.22998046875,229.2550048828125
2018-10-09,6642.64013671875,227.98199462890625
2018-10-10,6585.52978515625,225.7689971923828
2018-10-11,6256.240234375,189.49899291992188
2018-10-12,6274.580078125,196.7270050048828
2018-10-15,6596.5400390625,209.70399475097656
2018-10-16,6596.10986328125,210.1199951171875
2018-10-17,6544.43017578125,207.08299255371094
2018-10-18,6476.7099609375,203.3520050048828
2018-10-19,6465.41015625,203.7270050048828
2018-10-22,6487.16015625,204.04400634765625
2018-10-23,6475.740234375,204.33599853515625
2018-10-24,6495.83984375,203.8520050048828
2018-10-25,6476.2900390625,202.718994140625
2018-10-26,6474.75,203.32899475097656
2018-10-29,6332.6298828125,197.2469940185547
2018-10-30,6334.27001953125,197.55599975585938
2018-10-31,6317.60986328125,197.38099670410156
2018-11-01,6377.77978515625,198.8719940185547
2018-11-02,6388.43994140625,200.63499450683594
2018-11-05,6419.66015625,209.09100341796875
2018-11-06,6461.009765625,218.45199584960938
2018-11-07,6530.14013671875,217.18299865722656
2018-11-08,6453.72021484375,212.2310028076172
2018-11-09,6385.6201171875,210.07400512695312
2018-11-12,6371.27001953125,210.41799926757812
2018-11-13,6359.490234375,206.8260040283203
2018-11-14,5738.35009765625,181.39700317382812
2018-11-15,5648.02978515625,180.80599975585938
2018-11-16,5575.5498046875,175.177001953125
2018-11-19,4871.490234375,149.1750030517578
2018-11-20,4451.8701171875,130.33900451660156
2018-11-21,4602.169921875,136.7010040283203
2018-11-22,4365.93994140625,126.70600128173828
2018-11-23,4347.10986328125,123.2959976196289
2018-11-26,3779.1298828125,108.33499908447266
2018-11-27,3820.719970703125,110.01000213623047
2018-11-28,4257.419921875,122.43800354003906
2018-11-29,4278.8466796875,117.54264831542969
2018-11-30,4017.2685546875,113.17141723632812
2018-12-03,3894.130859375,108.92501831054688
2018-12-04,3956.893798828125,110.21418762207031
2018-12-05,3753.994873046875,102.47555541992188
2018-12-06,3521.101806640625,91.76105499267578
2018-12-07,3419.937255859375,93.29456329345703
2018-12-10,3502.656005859375,91.68565368652344
2018-12-11,3424.588134765625,88.94530487060547
2018-12-12,3486.9501953125,90.59329986572266
2018-12-13,3313.67724609375,86.53931427001953
2018-12-14,3242.48486328125,84.30829620361328
2018-12-17,3545.86474609375,95.13382720947266
2018-12-18,3696.05908203125,101.11245727539062
2018-12-19,3745.95068359375,101.2685775756836
2018-12-20,4134.44140625,116.21687316894531
2018-12-21,3896.543701171875,109.49623107910156
2018-12-24,4078.59912109375,140.23800659179688
2018-12-25,3815.49072265625,129.84434509277344
2018-12-26,3857.297607421875,131.86563110351562
2018-12-27,3654.83349609375,116.57591247558594
2018-12-28,3923.918701171875,137.6470184326172
2018-12-31,3742.700439453125,133.36825561523438
2019-01-01,3843.52001953125,140.8194122314453
2019-01-02,3943.409423828125,155.0476837158203
2019-01-03,3836.7412109375,149.135009765625
2019-01-04,3857.717529296875,154.58193969726562
2019-01-07,4025.248291015625,151.69921875
2019-01-08,4030.847900390625,150.35963439941406
2019-01-09,4035.29638671875,150.80311584472656
2019-01-10,3678.924560546875,128.62518310546875
2019-01-11,3687.365478515625,127.54832458496094
2019-01-14,3706.05224609375,129.0687255859375
2019-01-15,3630.67529296875,122.03271484375
2019-01-16,3655.0068359375,123.54706573486328
2019-01-17,3678.56396484375,123.7419204711914
2019-01-18,3657.83935546875,121.01026153564453
2019-01-21,3576.032470703125,117.15785217285156
2019-01-22,3604.5771484375,118.74755096435547
2019-01-23,3585.123046875,117.45260620117188
2019-01-24,3600.865478515625,117.36288452148438
2019-01-25,3599.765869140625,116.37834167480469
2019-01-28,3470.450439453125,106.58997344970703
2019-01-29,3448.116943359375,105.59821319580078
2019-01-30,3486.181640625,108.90753936767578
2019-01-31,3457.792724609375,107.0610122680664
2019-02-01,3487.9453125,107.60978698730469
2019-02-04,3459.154052734375,107.82160186767578
2019-02-05,3466.357421875,107.44351959228516
2019-02-06,3413.767822265625,104.9192886352539
2019-02-07,3399.4716796875,104.5353012084961
2019-02-08,3666.7802734375,119.26774597167969
2019-02-11,3648.4306640625,121.29839324951172
2019-02-12,3653.528564453125,122.5722885131836
2019-02-13,3632.070556640625,122.55360412597656
2019-02-14,3616.880859375,121.39020538330078
2019-02-15,3620.810791015625,122.10038757324219
2019-02-18,3915.71435546875,146.09837341308594
2019-02-19,3947.094482421875,145.34619140625
2019-02-20,3999.820556640625,149.55433654785156
2019-02-21,3954.1181640625,146.13084411621094
2019-02-22,4005.526611328125,149.0924530029297
2019-02-25,3882.6962890625,139.82286071777344
2019-02-26,3854.35791015625,138.0896759033203
2019-02-27,3851.04736328125,136.12596130371094
2019-02-28,3854.785400390625,136.74624633789062
2019-03-01,3859.583740234375,136.44361877441406
2019-03-04,3761.55712890625,127.77412414550781
2019-03-05,3896.375,137.8223876953125
2019-03-06,3903.942626953125,138.7893524169922
2019-03-07,3911.484375,138.0345001220703
2019-03-08,3901.131591796875,135.1270751953125
2019-03-11,3905.227294921875,133.8340301513672
2019-03-12,3909.15625,134.44288635253906
2019-03-13,3906.71728515625,133.26307678222656
2019-03-14,3924.369140625,133.7115936279297
2019-03-15,3960.9111328125,137.69178771972656
2019-03-18,4032.50732421875,139.37460327148438
2019-03-19,4071.190185546875,140.51919555664062
2019-03-20,4087.476318359375,140.6863555908203
2019-03-21,4029.326904296875,136.6360626220703
2019-03-22,4023.96826171875,137.1814422607422
2019-03-25,3963.070556640625,135.03102111816406
2019-03-26,3985.080810546875,135.46035766601562
2019-03-27,4087.066162109375,140.9881591796875
2019-03-28,4069.107177734375,139.41647338867188
2019-03-29,4098.37451171875,142.49742126464844
2019-04-01,4158.18310546875,141.830322265625
2019-04-02,4879.8779296875,163.9617462158203
2019-04-03,4973.02197265625,161.45880126953125
2019-04-04,4922.798828125,158.0525360107422
2019-04-05,5036.68115234375,165.5148468017578
2019-04-08,5289.77099609375,180.25881958007812
2019-04-09,5204.95849609375,176.1145782470703
2019-04-10,5324.5517578125,177.3374786376953
2019-04-11,5064.48779296875,165.4970245361328
2019-04-12,5089.5390625,164.736328125
2019-04-15,5067.1083984375,161.5741729736328
2019-04-16,5235.5595703125,167.62344360351562
2019-04-17,5251.93798828125,166.9507598876953
2019-04-18,5298.3857421875,173.81402587890625
2019-04-19,5303.8125,173.70843505859375
2019-04-22,5399.365234375,171.87466430664062
2019-04-23,5572.3623046875,171.4477996826172
2019-04-24,5464.86669921875,165.8260955810547
2019-04-25,5210.515625,154.4593963623047
2019-04-26,5279.34814453125,156.3470916748047
2019-04-29,5247.3525390625,155.20199584960938
2019-04-30,5350.7265625,162.16603088378906
2019-05-01,5402.697265625,160.81834411621094
2019-05-02,5505.28369140625,162.12278747558594
2019-05-03,5768.28955078125,167.95240783691406
2019-05-06,5746.80712890625,172.65321350097656
2019-05-07,5829.50146484375,169.7986602783203
2019-05-08,5982.45751953125,170.9481658935547
2019-05-09,6174.52880859375,170.289306640625
2019-05-10,6378.84912109375,173.1427459716797
2019-05-13,7814.9150390625,196.84628295898438
2019-05-14,7994.416015625,217.14857482910156
2019-05-15,8205.16796875,247.15306091308594
2019-05-16,7884.9091796875,264.010009765625
2019-05-17,7343.8955078125,243.76458740234375
2019-05-20,7978.30908203125,251.86441040039062
2019-05-21,7963.32763671875,255.21588134765625
2019-05-22,7680.06640625,244.69891357421875
2019-05-23,7881.8466796875,245.96566772460938
2019-05-24,7987.37158203125,249.4849853515625
2019-05-27,8805.7783203125,272.8626403808594
2019-05-28,8719.9619140625,271.7687072753906
2019-05-29,8659.4873046875,269.4556884765625
2019-05-30,8319.47265625,255.85894775390625
2019-05-31,8574.501953125,268.1135559082031
2019-06-03,8208.9951171875,252.60792541503906
2019-06-04,7707.77099609375,241.3387908935547
2019-06-05,7824.2314453125,247.05101013183594
2019-06-06,7822.0234375,249.47433471679688
2019-06-07,8043.951171875,250.93035888671875
2019-06-10,8000.32958984375,247.52012634277344
2019-06-11,7927.71435546875,245.78182983398438
2019-06-12,8145.857421875,260.9032897949219
2019-06-13,8230.923828125,256.1687927246094
2019-06-14,8693.8330078125,264.08746337890625
2019-06-17,9320.3525390625,274.3511047363281
2019-06-18,9081.7626953125,265.0518493652344
2019-06-19,9273.521484375,269.4317932128906
2019-06-20,9527.16015625,271.69500732421875
2019-06-21,10144.556640625,294.9102783203125
2019-06-24,11011.1025390625,310.4246826171875
2019-06-25,11790.9169921875,318.1263122558594
2019-06-26,13016.2314453125,336.753173828125
2019-06-27,11182.806640625,294.26763916015625
2019-06-28,12407.33203125,311.2261047363281
2019-07-01,10583.134765625,293.64111328125
2019-07-02,10801.677734375,291.596435546875
2019-07-03,11961.26953125,303.0999755859375
2019-07-04,11215.4375,284.5232238769531
2019-07-05,10978.4599609375,287.9975280761719
2019-07-08,12285.9580078125,313.25140380859375
2019-07-09,12573.8125,308.8810119628906
2019-07-10,12156.5126953125,290.0023193359375
2019-07-11,11358.662109375,268.70404052734375
2019-07-12,11815.986328125,276.2767028808594
2019-07-15,10895.08984375,229.7760009765625
2019-07-16,9477.6416015625,199.1886749267578
2019-07-17,9693.802734375,211.48497009277344
2019-07-18,10666.482421875,226.566162109375
2019-07-19,10530.732421875,221.3334197998047
2019-07-22,10343.1064453125,217.5600128173828
2019-07-23,9900.767578125,212.728515625
2019-07-24,9811.92578125,217.04637145996094
2019-07-25,9911.841796875,219.6179962158203
2019-07-26,9870.3037109375,219.62960815429688
2019-07-29,9519.1455078125,211.26805114746094
2019-07-30,9607.423828125,210.52259826660156
2019-07-31,10085.6279296875,218.65414428710938
2019-08-01,10399.6689453125,217.80844116210938
2019-08-02,10518.1748046875,217.87156677246094
2019-08-05,11805.6533203125,234.21502685546875
2019-08-06,11478.1689453125,226.02064514160156
2019-08-07,11941.96875,226.39100646972656
2019-08-08,11966.4072265625,220.94186401367188
2019-08-09,11862.9365234375,210.48890686035156
2019-08-12,11382.6162109375,211.28807067871094
2019-08-13,10895.830078125,208.70904541015625
2019-08-14,10051.7041015625,186.6077423095703
2019-08-15,10311.5458984375,188.50205993652344
2019-08-16,10374.3388671875,185.44007873535156
2019-08-19,10916.0537109375,203.09193420410156
2019-08-20,10763.232421875,196.56541442871094
2019-08-21,10138.0498046875,186.89163208007812
2019-08-22,10131.0556640625,191.33291625976562
2019-08-23,10407.96484375,194.70620727539062
2019-08-26,10370.8203125,188.92938232421875
2019-08-27,10185.5,187.51666259765625
2019-08-28,9754.4228515625,173.8899688720703
2019-08-29,9510.2001953125,169.51673889160156
2019-08-30,9598.173828125,168.83486938476562
2019-09-02,10346.7607421875,178.34735107421875
2019-09-03,10623.5400390625,179.49932861328125
2019-09-04,10594.4931640625,175.99288940429688
2019-09-05,10575.533203125,174.21713256835938
2019-09-06,10353.302734375,169.9561767578125
2019-09-09,10334.974609375,181.1494598388672
2019-09-10,10115.9755859375,179.78717041015625
2019-09-11,10178.3720703125,178.72549438476562
2019-09-12,10410.126953125,181.01609802246094
2019-09-13,10360.546875,181.10972595214844
2019-09-16,10276.7939453125,197.11317443847656
2019-09-17,10241.2724609375,208.60874938964844
2019-09-18,10198.248046875,211.39303588867188
2019-09-19,10266.4150390625,221.28085327148438
2019-09-20,10181.6416015625,218.050048828125
2019-09-23,9729.32421875,201.9213104248047
2019-09-24,8620.56640625,168.11073303222656
2019-09-25,8486.9931640625,170.8927001953125
2019-09-26,8118.9677734375,166.7271270751953
2019-09-27,8251.845703125,174.71099853515625
2019-09-30,8293.8681640625,179.87220764160156
2019-10-01,8343.2763671875,177.34042358398438
2019-10-02,8393.0419921875,180.71051025390625
2019-10-03,8259.9921875,175.1993408203125
2019-10-04,8205.939453125,176.98500061035156
2019-10-07,8245.623046875,181.18634033203125
2019-10-08,8228.783203125,182.0215606689453
2019-10-09,8595.740234375,193.2932586669922
2019-10-10,8586.4736328125,191.65966796875
2019-10-11,8321.7568359375,182.56968688964844
2019-10-14,8374.6865234375,186.96090698242188
2019-10-15,8205.369140625,181.40606689453125
2019-10-16,8047.52685546875,176.0135040283203
2019-10-17,8103.9111328125,178.02835083007812
2019-10-18,7973.20751953125,173.621337890625
2019-10-21,8243.720703125,174.92098999023438
2019-10-22,8078.203125,172.3008575439453
2019-10-23,7514.671875,162.4027862548828
2019-10-24,7493.48876953125,162.16854858398438
2019-10-25,8660.7001953125,181.52320861816406
2019-10-28,9256.1484375,182.66281127929688
2019-10-29,9427.6875,190.3425750732422
2019-10-30,9205.7265625,184.69216918945312
2019-10-31,9199.5849609375,183.9669189453125
2019-11-01,9261.1044921875,183.9698944091797
2019-11-04,9412.6123046875,186.35519409179688
2019-11-05,9342.52734375,189.30416870117188
2019-11-06,9360.8798828125,191.59384155273438
2019-11-07,9267.5615234375,187.97654724121094
2019-11-08,8804.880859375,184.2114715576172
2019-11-11,8757.7880859375,185.48963928222656
2019-11-12,8815.662109375,186.84341430664062
2019-11-13,8808.2626953125,188.2587432861328
2019-11-14,8708.0947265625,185.9996337890625
2019-11-15,8491.9921875,180.52117919921875
2019-11-18,8309.2861328125,180.55960083007812
2019-11-19,8206.1455078125,177.45555114746094
2019-11-20,8027.26806640625,175.69834899902344
2019-11-21,7642.75,161.4627227783203
2019-11-22,7296.57763671875,150.26817321777344
2019-11-25,7146.1337890625,146.47653198242188
2019-11-26,7218.37109375,148.96507263183594
2019-11-27,7531.66357421875,153.01055908203125
2019-11-28,7463.10595703125,151.7175750732422
2019-11-29,7761.24365234375,155.3041534423828
2019-12-02,7321.98828125,149.0591583251953
2019-12-03,7320.1455078125,147.9564208984375
2019-12-04,7252.03466796875,146.74774169921875
2019-12-05,7448.3076171875,149.24899291992188
2019-12-06,7546.99658203125,149.19444274902344
2019-12-09,7400.8994140625,148.2251739501953
2019-12-10,7278.11962890625,146.2670440673828
2019-12-11,7217.42724609375,143.60800170898438
2019-12-12,7243.13427734375,145.60400390625
2019-12-13,7269.6845703125,144.9447479248047
2019-12-16,6932.48046875,133.61402893066406
2019-12-17,6640.51513671875,122.60388946533203
2019-12-18,7276.802734375,133.09219360351562
2019-12-19,7202.84423828125,129.32113647460938
2019-12-20,7218.81640625,129.06605529785156
2019-12-23,7355.62841796875,128.6140899658203
2019-12-24,7322.5322265625,129.0638885498047
2019-12-25,7275.15576171875,126.45463562011719
2019-12-26,7238.966796875,126.36122131347656
2019-12-27,7290.08837890625,127.21460723876953
2019-12-30,7292.9951171875,132.63348388671875
2019-12-31,7193.59912109375,129.61085510253906
2020-01-01,7200.17431640625,130.802001953125
2020-01-02,6985.47021484375,127.4101791381836
2020-01-03,7344.88427734375,134.1717071533203
2020-01-06,7769.21923828125,144.3041534423828
2020-01-07,8163.6923828125,143.5439910888672
2020-01-08,8079.86279296875,141.2581329345703
2020-01-09,7879.0712890625,138.9792022705078
2020-01-10,8166.55419921875,143.96377563476562
2020-01-13,8144.1943359375,144.22659301757812
2020-01-14,8827.7646484375,165.95535278320312
2020-01-15,8807.0107421875,166.23068237304688
2020-01-16,8723.7861328125,164.39100646972656
2020-01-17,8929.0380859375,170.7799530029297
2020-01-20,8657.642578125,167.12051391601562
2020-01-21,8745.89453125,169.69715881347656
2020-01-22,8680.8759765625,168.29415893554688
2020-01-23,8406.515625,162.92855834960938
2020-01-24,8445.4345703125,163.05117797851562
2020-01-27,8909.8193359375,170.93089294433594
2020-01-28,9358.58984375,176.3703155517578
2020-01-29,9316.6298828125,175.0503387451172
2020-01-30,9508.9931640625,184.6904754638672
2020-01-31,9350.529296875,180.16017150878906
2020-02-03,9293.521484375,189.8650665283203
2020-02-04,9180.962890625,189.25059509277344
2020-02-05,9613.423828125,204.23023986816406
2020-02-06,9729.8017578125,212.33908081054688
2020-02-07,9795.943359375,222.72605895996094
2020-02-10,9856.611328125,223.522705078125
2020-02-11,10208.236328125,235.8511962890625
2020-02-12,10326.0546875,265.4061279296875
2020-02-13,10214.3798828125,268.0992431640625
2020-02-14,10312.1162109375,284.2174987792969
2020-02-17,9690.142578125,266.3634338378906
2020-02-18,10141.99609375,281.944580078125
2020-02-19,9633.38671875,259.76397705078125
2020-02-20,9608.4755859375,257.949462890625
2020-02-21,9686.44140625,265.6006164550781
2020-02-24,9650.1748046875,265.2164306640625
2020-02-25,9341.705078125,247.81759643554688
2020-02-26,8820.5224609375,225.68026733398438
2020-02-27,8784.494140625,226.75338745117188
2020-02-28,8672.455078125,226.760498046875
2020-03-02,8869.669921875,230.5697784423828
2020-03-03,8787.7861328125,224.47962951660156
2020-03-04,8755.24609375,224.51797485351562
2020-03-05,9078.7626953125,229.2681884765625
2020-03-06,9122.5458984375,243.52529907226562
2020-03-09,7923.64453125,201.986328125
2020-03-10,7909.7294921875,200.76724243164062
2020-03-11,7911.43017578125,194.8685302734375
2020-03-12,4970.7880859375,112.34712219238281
2020-03-13,5563.70703125,133.20181274414062
2020-03-16,5014.47998046875,110.60587310791016
2020-03-17,5225.62939453125,113.9427490234375
2020-03-18,5238.4384765625,114.84226989746094
2020-03-19,6191.19287109375,136.59385681152344
2020-03-20,6198.7783203125,132.73716735839844
2020-03-23,6416.31494140625,134.91160583496094
2020-03-24,6734.8037109375,138.76144409179688
2020-03-25,6681.06298828125,136.19589233398438
2020-03-26,6716.4404296875,138.36155700683594
2020-03-27,6469.79833984375,133.9379425048828
2020-03-30,6429.841796875,132.904541015625
